strain	taxonomyId	accession	isRef	level	chromosomeCount	length	scaffoldCount	scaffoldN50	scaffoldL50	coverage	gcPercent	annotationStatus	pairedAccession	species	speciesTaxonomyId	lineageTaxonomyIds	taxonomicGroup	tolId	taxonomicLevelDomain	taxonomicLevelRealm	taxonomicLevelKingdom	taxonomicLevelPhylum	taxonomicLevelClass	taxonomicLevelOrder	taxonomicLevelFamily	taxonomicLevelGenus	taxonomicLevelSpecies	taxonomicLevelDomainId	taxonomicLevelRealmId	taxonomicLevelKingdomId	taxonomicLevelPhylumId	taxonomicLevelClassId	taxonomicLevelOrderId	taxonomicLevelFamilyId	taxonomicLevelGenusId	taxonomicLevelSpeciesId	commonName	ucscBrowser	geneModelUrl
	75485	GCA_028501385.1	False	Chromosome	30.0	1268441171	733	82691832	5	33	44.5			Rissa tridactyla	75485	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,8906,8910,70930,75485	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Charadriiformes	Laridae	Rissa	Rissa tridactyla	2759		33208	7711	8782	8906	8910	70930	75485			https://hgdownload.soe.ucsc.edu/hubs/GCA/028/501/385/GCA_028501385.1/genes/GCA_028501385.1_bRisTri1.mat.cur.20221130.augustus.gtf.gz
	77598	GCA_028571685.1	True	Chromosome	28.0	3488059404	62	139648372	10	35.04	41.0			Heterohyrax brucei	77598	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,311790,9810,9811,77597,77598	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Hyracoidea	Procaviidae	Heterohyrax	Heterohyrax brucei	2759		33208	7711	40674	9810	9811	77597	77598			https://hgdownload.soe.ucsc.edu/hubs/GCA/028/571/685/GCA_028571685.1/genes/GCA_028571685.1_mHetBru1.pri.augustus.gtf.gz
	9226	GCA_028858555.1	False	Chromosome	31.0	1302242811	274	109732589	5	38.95	43.5			Ara ararauna	9226	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,3073808,3073809,9223,9224,9225,9226	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ararauna	2759		33208	7711	8782	9223	9224	9225	9226	blue and gold macaw		https://hgdownload.soe.ucsc.edu/hubs/GCA/028/858/555/GCA_028858555.1/genes/GCA_028858555.1_bAraAra1.hap2.augustus.gtf.gz
	9117	GCA_028858595.1	False	Chromosome	37.0	1200805165	395	81581678	5	232.6	42.5			Grus americana	9117	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,9108,9109,9114,9117	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus	Grus americana	2759		33208	7711	8782	9108	9109	9114	9117			https://hgdownload.soe.ucsc.edu/hubs/GCA/028/858/595/GCA_028858595.1/genes/GCA_028858595.1_bGruAme1.pat.augustus.gtf.gz
	57412	GCA_028858625.2	False	Chromosome	29.0	1153503718	242	59190243	5	28.91	42.5			Colius striatus	57412	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,3073808,3073810,57384,57385,57409,57412	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Coliiformes	Coliidae	Colius	Colius striatus	2759		33208	7711	8782	57384	57385	57409	57412			https://hgdownload.soe.ucsc.edu/hubs/GCA/028/858/625/GCA_028858625.2/genes/GCA_028858625.2_bColStr4.1.hap2.augustus.gtf.gz
	9226	GCA_028858755.1	True	Chromosome	35.0	1224360198	246	110438430	5	38.95	42.5			Ara ararauna	9226	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,3073808,3073809,9223,9224,9225,9226	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara ararauna	2759		33208	7711	8782	9223	9224	9225	9226	blue and gold macaw		https://hgdownload.soe.ucsc.edu/hubs/GCA/028/858/755/GCA_028858755.1/genes/GCA_028858755.1_bAraAra1.hap1.augustus.gtf.gz
	9598	GCA_028858805.2	False	Chromosome	23.0	2998472174	23	140842815	9	60	40.5			Pan troglodytes	9598	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314295,9604,207598,9596,9598	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Primates	Hominidae	Pan	Pan troglodytes	2759		33208	7711	40674	9443	9604	9596	9598			https://hgdownload.soe.ucsc.edu/hubs/GCA/028/858/805/GCA_028858805.2/genes/GCA_028858805.2_NHGRI_mPanTro3-v2.0_alt.augustus.gtf.gz
	9590	GCA_028878085.3	False	Chromosome	24.0	3097367794	40	144673617	10	76	40.5			Symphalangus syndactylus	9590	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314295,9577,325166,9590	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Primates	Hylobatidae	Symphalangus	Symphalangus syndactylus	2759		33208	7711	40674	9443	9577	325166	9590			https://hgdownload.soe.ucsc.edu/hubs/GCA/028/878/085/GCA_028878085.3/genes/GCA_028878085.3_NHGRI_mSymSyn1-v2.0_alt.augustus.gtf.gz
	9600	GCA_028885525.2	False	Chromosome	23.0	3007136161	33	140580864	9	54	41.0			Pongo pygmaeus	9600	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314295,9604,607660,9599,9600	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo pygmaeus	2759		33208	7711	40674	9443	9604	9599	9600	Orangutan		https://hgdownload.soe.ucsc.edu/hubs/GCA/028/885/525/GCA_028885525.2/genes/GCA_028885525.2_NHGRI_mPonPyg2-v2.0_alt.augustus.gtf.gz
	9601	GCA_028885685.2	False	Chromosome	23.0	3000996708	48	140600164	9	89	41.0			Pongo abelii	9601	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314295,9604,607660,9599,9601	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo abelii	2759		33208	7711	40674	9443	9604	9599	9601	Orangutan		https://hgdownload.soe.ucsc.edu/hubs/GCA/028/885/685/GCA_028885685.2/genes/GCA_028885685.2_NHGRI_mPonAbe1-v2.0_alt.augustus.gtf.gz
	2202111	GCA_029215775.1	False	Scaffold		1890507581	134	275917861	3	47	43.5			Anniella stebbinsi	2202111	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8548,1330543,1329922,1329921,51956,2202111	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Anniellidae	Anniella	Anniella stebbinsi	2759		33208	7711	8504	8509	1329921	51956	2202111			https://hgdownload.soe.ucsc.edu/hubs/GCA/029/215/775/GCA_029215775.1/genes/GCA_029215775.1_rAnnSte1.0.hap1.augustus.gtf.gz
	2202111	GCA_029215795.1	False	Scaffold		1891076299	91	276533474	3	47	43.5			Anniella stebbinsi	2202111	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8548,1330543,1329922,1329921,51956,2202111	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Anniellidae	Anniella	Anniella stebbinsi	2759		33208	7711	8504	8509	1329921	51956	2202111			https://hgdownload.soe.ucsc.edu/hubs/GCA/029/215/795/GCA_029215795.1/genes/GCA_029215795.1_rAnnSte1.0.hap2.augustus.gtf.gz
	327740	GCA_029493135.1	False	Scaffold		4080080015	2802	380637514	5	30	44.0			Hyla sarda	327740	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,8292,41666,8342,8416,8417,8418,192734,374063,8421,327740	Amphibia	a	Eukaryota		Metazoa	Chordata	Amphibia	Anura	Hylidae	Hyla	Hyla sarda	2759		33208	7711	8292	8342	8418	8421	327740	Sardinian treefrog		https://hgdownload.soe.ucsc.edu/hubs/GCA/029/493/135/GCA_029493135.1/genes/GCA_029493135.1_aHylSar1.hap2.augustus.gtf.gz
	2546036	GCA_029633845.1	False	Scaffold		1477069270	1059	62035289	9	32	45.0			Lampris incognitus	2546036	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123357,81386,81368,81369,2546036	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Lampriformes	Lampridae	Lampris	Lampris incognitus	2759		33208	7711	186623	81386	81368	81369	2546036			https://hgdownload.soe.ucsc.edu/hubs/GCA/029/633/845/GCA_029633845.1/genes/GCA_029633845.1_fLamInc1.hap1.augustus.gtf.gz
	27720	GCA_029633875.2	False	Chromosome	18.0	1026599506	451	46714950	8	26.87	41.0			Hoplias malabaricus	27720	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,186634,32519,186626,186628,7991,1489739,27718,27719,27720	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Characiformes	Erythrinidae	Hoplias	Hoplias malabaricus	2759		33208	7711	186623	7991	27718	27719	27720	tiger characin		https://hgdownload.soe.ucsc.edu/hubs/GCA/029/633/875/GCA_029633875.2/genes/GCA_029633875.2_fHopMal1.hap2.augustus.gtf.gz
	460621	GCA_029931755.1	False	Scaffold		1775520415	381	101915064	7	38	44.5			Euleptes europaea	460621	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,8560,1329929,460620,460621	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Sphaerodactylidae	Euleptes	Euleptes europaea	2759		33208	7711	8504	8509	1329929	460620	460621			https://hgdownload.soe.ucsc.edu/hubs/GCA/029/931/755/GCA_029931755.1/genes/GCA_029931755.1_rEulEur1.hap2.augustus.gtf.gz
	2290929	GCA_030015355.1	False	Scaffold		996754446	302	38085262	11	40	40.0			Trichomycterus rosablanca	2290929	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,186634,32519,186626,186628,7995,1489791,30994,36719,2290929	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Siluriformes	Trichomycteridae	Trichomycterus	Trichomycterus rosablanca	2759		33208	7711	186623	7995	30994	36719	2290929			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/015/355/GCA_030015355.1/genes/GCA_030015355.1_fTriRos1.hap2.augustus.gtf.gz
	94835	GCA_030020295.1	False	Chromosome	16.0	2328538659	160	257319116	4	35	45.0			Gavialis gangeticus	94835	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,1294634,1298654,1294635,94833,94834,94835	Crocodylia	r	Eukaryota		Metazoa	Chordata		Crocodylia	Gavialidae	Gavialis	Gavialis gangeticus	2759		33208	7711		1294634	1294635	94834	94835	true gharial		https://hgdownload.soe.ucsc.edu/hubs/GCA/030/020/295/GCA_030020295.1/genes/GCA_030020295.1_rGavGan2.hap2.augustus.gtf.gz
	9785	GCA_030020305.1	False	Scaffold		3575747632	1084	116142568	9	43	41.5			Loxodonta africana	9785	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,311790,9779,9780,9784,9785	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta africana	2759		33208	7711	40674	9779	9780	9784	9785	African savannah elephant		https://hgdownload.soe.ucsc.edu/hubs/GCA/030/020/305/GCA_030020305.1/genes/GCA_030020305.1_mLoxAfr1.hap1.augustus.gtf.gz
	94835	GCA_030020385.1	False	Scaffold		2339480201	298	255848931	4	35	45.0			Gavialis gangeticus	94835	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,1294634,1298654,1294635,94833,94834,94835	Crocodylia	r	Eukaryota		Metazoa	Chordata		Crocodylia	Gavialidae	Gavialis	Gavialis gangeticus	2759		33208	7711		1294634	1294635	94834	94835	true gharial		https://hgdownload.soe.ucsc.edu/hubs/GCA/030/020/385/GCA_030020385.1/genes/GCA_030020385.1_rGavGan2.hap1.augustus.gtf.gz
	143292	GCA_030020945.1	False	Scaffold		2869287698	700	139388172	8	30.11	41.0			Manis pentadactyla	143292	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9971,9972,9973,143292	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla	2759		33208	7711	40674	9971	9972	9973	143292			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/020/945/GCA_030020945.1/genes/GCA_030020945.1_mManPen7.hap2.augustus.gtf.gz
	29137	GCA_030020955.1	False	Scaffold		3154453075	167	138031769	9	32	40.5			Dugong dugon	29137	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,311790,9774,29135,29136,29137	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon	2759		33208	7711	40674	9774	29135	29136	29137			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/020/955/GCA_030020955.1/genes/GCA_030020955.1_mDugDug1.hap2.augustus.gtf.gz
	575201	GCA_030028035.1	False	Scaffold		2533318371	545	129786975	8	33	41.5			Hippopotamus amphibius	9833	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,2653789,2653790,9831,9832,9833,575201	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Artiodactyla	Hippopotamidae	Hippopotamus	Hippopotamus amphibius	2759		33208	7711	40674	91561	9831	9832	9833			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/028/035/GCA_030028035.1/genes/GCA_030028035.1_mHipAmp2.hap1.augustus.gtf.gz
	29137	GCA_030035585.1	True	Chromosome	24.0	3158488110	198	140670990	9	32	40.5			Dugong dugon	29137	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,311790,9774,29135,29136,29137	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Sirenia	Dugongidae	Dugong	Dugong dugon	2759		33208	7711	40674	9774	29135	29136	29137			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/035/585/GCA_030035585.1/genes/GCA_030035585.1_mDugDug1.hap1.augustus.gtf.gz
	1983395	GCA_030035685.1	False	Chromosome	33.0	3634101053	1558	152352395	9	32	43.0			Mobula birostris	1983395	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,7777,7778,117893,117851,1158979,1158980,86365,1983395	Chondrichthyes	s	Eukaryota		Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Mobula	Mobula birostris	2759		33208	7711	7777	117851	1158979	86365	1983395			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/035/685/GCA_030035685.1/genes/GCA_030035685.1_sMobBir1.hap2.augustus.gtf.gz
	261503	GCA_030035715.1	False	Scaffold		2321796813	623	194483480	5	38.35	43.0			Rhineura floridana	261503	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329976,1329975,52185,1329913,261502,261503	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Rhineuridae	Rhineura	Rhineura floridana	2759		33208	7711	8504	8509	1329913	261502	261503	Florida worm lizard		https://hgdownload.soe.ucsc.edu/hubs/GCA/030/035/715/GCA_030035715.1/genes/GCA_030035715.1_rRhiFlo1.hap1.augustus.gtf.gz
	79690	GCA_030144785.1	False	Chromosome	32.0	3635158545	1412	162574764	10	34.2	43.0			Hypanus sabinus	79690	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,7777,7778,117893,117851,117839,30469,2055258,79690	Chondrichthyes	s	Eukaryota		Metazoa	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Hypanus	Hypanus sabinus	2759		33208	7711	7777	117851	30469	2055258	79690			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/144/785/GCA_030144785.1/genes/GCA_030144785.1_sHypSab1.hap2.augustus.gtf.gz
	118683	GCA_030412085.1	False	Scaffold		1955392031	33	291690877	3	30	41.5			Cyclura pinguis	118683	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8511,8515,81952,51213,118683	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Iguanidae	Cyclura	Cyclura pinguis	2759		33208	7711	8504	8509	8515	51213	118683			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/412/085/GCA_030412085.1/genes/GCA_030412085.1_rCycPin1.hap2.augustus.gtf.gz
	118683	GCA_030412105.1	True	Chromosome	19.0	1983614781	29	291724653	3	30	41.5			Cyclura pinguis	118683	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8511,8515,81952,51213,118683	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Iguanidae	Cyclura	Cyclura pinguis	2759		33208	7711	8504	8509	8515	51213	118683			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/412/105/GCA_030412105.1/genes/GCA_030412105.1_rCycPin1.hap1.augustus.gtf.gz
	9978	GCA_030435715.1	False	Chromosome	33.0	2534779560	6117	68818794	13	30	44.5			Ochotona princeps	9978	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,314147,9975,9976,9977,9978	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona	Ochotona princeps	2759		33208	7711	40674	9975	9976	9977	9978	southern American pika		https://hgdownload.soe.ucsc.edu/hubs/GCA/030/435/715/GCA_030435715.1/genes/GCA_030435715.1_mOchPri1.hap2.augustus.gtf.gz
	187939	GCA_030440675.1	True	Chromosome	11.0	1609777135	11	184669281	4	38	42.0			Furcifer pardalis	187939	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8511,83232,40248,143472,187939	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Chamaeleonidae	Furcifer	Furcifer pardalis	2759		33208	7711	8504	8509	40248	143472	187939			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/440/675/GCA_030440675.1/genes/GCA_030440675.1_ASM3044067v1.augustus.gtf.gz
	9361	GCA_030445055.2	False	Chromosome	31.0	3296222425	588	126004510	11	16.99	41.0			Dasypus novemcinctus	9361	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,9348,948951,9359,9360,9361	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus	Dasypus novemcinctus	2759		33208	7711	40674	948951	9359	9360	9361			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/445/055/GCA_030445055.2/genes/GCA_030445055.2_mDasNov1.1.hap1.augustus.gtf.gz
	930266	GCA_030448965.1	False	Scaffold		1078246036	182	38931027	11	40	41.5			Salminus brasiliensis	930266	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,186634,32519,186626,186628,7991,1489739,42530,1489782,42583,930266	Actinopterygii	f	Eukaryota		Metazoa	Chordata	Actinopteri	Characiformes	Bryconidae	Salminus	Salminus brasiliensis	2759		33208	7711	186623	7991	42530	42583	930266			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/448/965/GCA_030448965.1/genes/GCA_030448965.1_fSalBra1.hap1.augustus.gtf.gz
	36300	GCA_030463565.1	False	Chromosome	34.0	1314568463	310	86807213	5	27.71	43.5			Pelecanus crispus	36300	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,3073812,9205,30444,33617,36300	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus	Pelecanus crispus	2759		33208	7711	8782	9205	30444	33617	36300			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/463/565/GCA_030463565.1/genes/GCA_030463565.1_bPelCri1.pri.augustus.gtf.gz
	48891	GCA_030490855.1	False	Chromosome	39.0	987998379	157	75865069	4	40	43.0			Poecile atricapillus	48891	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,3073808,3073809,9126,9153,142475,48891	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Passeriformes	Paridae	Poecile	Poecile atricapillus	2759		33208	7711	8782	9126	9153	142475	48891			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/490/855/GCA_030490855.1/genes/GCA_030490855.1_bPoeAtr1.hap2.augustus.gtf.gz
	3053191	GCA_030684295.1	False	Scaffold		3603936669	933	68031136	17	48.69	44.5			Stegostoma tigrinum	3053191	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,7777,7778,119203,119197,119195,30503,378069,378070,3053191	Chondrichthyes	s	Eukaryota		Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Stegostomatidae	Stegostoma	Stegostoma tigrinum	2759		33208	7711	7777	30503	378069	378070	3053191			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/684/295/GCA_030684295.1/genes/GCA_030684295.1_sSteTig4.hap2.augustus.gtf.gz
	1192867	GCA_030820635.1	False	Chromosome	25.0	1243762172	297	83560245	5	28.27	43.0			Chroicocephalus ridibundus	1192867	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,8906,8910,1129741,1192867	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	Chroicocephalus ridibundus	2759		33208	7711	8782	8906	8910	1129741	1192867	Lachmoewe		https://hgdownload.soe.ucsc.edu/hubs/GCA/030/820/635/GCA_030820635.1/genes/GCA_030820635.1_KIZ_Lrid_1.0.augustus.gtf.gz
	9438	GCA_030848825.1	True	Chromosome	25.0	2283171816	147	111098925	9	40	42.5			Tadarida brasiliensis	9438	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,9436,9437,9438	Mammalia	m	Eukaryota		Metazoa	Chordata	Mammalia	Chiroptera	Molossidae	Tadarida	Tadarida brasiliensis	2759		33208	7711	40674	9397	9436	9437	9438			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/848/825/GCA_030848825.1/genes/GCA_030848825.1_DD_mTadBra1_pri.augustus.gtf.gz
	8496	GCA_030867065.1	False	Scaffold		2373280586	670	256319922	4	35.86	45.0			Alligator mississippiensis	8496	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,1294634,1294636,34915,8495,8496	Crocodylia	r	Eukaryota		Metazoa	Chordata		Crocodylia	Alligatoridae	Alligator	Alligator mississippiensis	2759		33208	7711		1294634	1294636	8495	8496			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/867/065/GCA_030867065.1/genes/GCA_030867065.1_rAllMis1.augustus.gtf.gz
	283338	GCA_030867085.1	False	Chromosome	17.0	1478263624	65	203536677	3	33.48	40.0			Liasis olivaceus	283338	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8570,34979,34984,51886,283338	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Pythonidae	Liasis	Liasis olivaceus	2759		33208	7711	8504	8509	34984	51886	283338			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/867/085/GCA_030867085.1/genes/GCA_030867085.1_rLiaOli1.hap2.augustus.gtf.gz
	283338	GCA_030867105.1	True	Chromosome	17.0	1486119866	43	203662644	3	33.48	40.0			Liasis olivaceus	283338	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8570,34979,34984,51886,283338	Lepidosauria	r	Eukaryota		Metazoa	Chordata	Lepidosauria	Squamata	Pythonidae	Liasis	Liasis olivaceus	2759		33208	7711	8504	8509	34984	51886	283338			https://hgdownload.soe.ucsc.edu/hubs/GCA/030/867/105/GCA_030867105.1/genes/GCA_030867105.1_rLiaOli1.hap1.augustus.gtf.gz
	30419	GCA_030867145.1	True	Chromosome	41.0	1482459898	415	80946297	7	40	45.5		GCF_030867145.1	Opisthocomus hoazin	30419	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,3078114,30416,30417,30418,30419	Aves	b	Eukaryota		Metazoa	Chordata	Aves	Opisthocomiformes	Opisthocomidae	Opisthocomus	Opisthocomus hoazin	2759		33208	7711	8782	30416	30417	30418	30419	hoatzin		https://hgdownload.soe.ucsc.edu/hubs/GCA/030/867/145/GCA_030867145.1/genes/GCA_030867145.1_bOpiHoa1.hap1.augustus.gtf.gz
